1,0.112
2,0.111
3,0.111
4,0.11
5,0.111
6,0.113
7,0.118
8,0.124
9,0.141
10,0.179
11,0.265
12,0.465
13,0.81
14,1.266
15,1.724
16,2.144
17,2.555
18,3.016
19,4.29
20,7.17
21,13.62
22,24.61
23,52.3
24,64.1
25,100.4
26,145.6
27,223.5
28,276.9
29,324.7
30,400.9
31,467
32,523.6
33,602.6
34,634.5
35,670
36,850
37,980
38,1129
39,1392
40,1665
41,1963
42,2242
43,2529
44,2793
45,3021
46,3230
47,3402
48,3540
49,3624
50,3653
51,3633
52,3556
53,3472
54,3239
55,3045
56,2792
57,2510
58,2309
59,1958
60,1700
61,1315
62,1056
63,808
64,595
65,453
66,311
67,200.8
68,124.1
69,72.7
70,39.6
71,2.32
72,10.38
73,5.1
74,0.26
75,1.425
76,1.021
77,0.856
78,0.746
79,0.647
80,0.612
81,0.551
82,0.495
83,0.441
84,0.39
85,0.34
86,0.297
87,0.255
88,0.217
89,0.186
