0,197.7
0.5,446.5
1,734.7
1.5,1043
2,1196
2.5,1446
3,1764
3.5,2039
4,2219
4.5,2516
5,2806
5.5,3066
6,3372
6.5,3666
7,3932
7.5,4223
8,4497
8.5,4778
9,5084
9.5,5348
10,5663
10.5,5941
11,6251
11.5,6657
12,6857
12.5,7152
